,tweet_id,user,text,retweets,favorites,created_at,location,hashtags
725,1258406202989559809,Bri_saB_,"« #Deconfinement11Mai », Le covid: ",30,114,2020-05-07 14:39:53+00:00,,#Deconfinement11Mai
726,1258406098165542912,rcknrollernurse,"I really wish @POTUS would just tell the governors to close everything down for an indefinite time. If he did, we'd be open tomorrow and covid would disappear. This isn't about a virus anymore. This is about removing Trump and destroying our liberties for absolute control.",7,24,2020-05-07 14:39:28+00:00,,
727,1258406036274216961,Bloomng_prasoon,"Encouraging words by one of our consumers for the efforts of @HPCL Distributor, Kamakhya Enterprise, Delhi . She appreciates our #covid_warriors @Sandeep63244729 @arunmita6366 @iammohitdhawan @PNKANTH",2,5,2020-05-07 14:39:13+00:00,,#covid_warriors
728,1258405771580243978,DublinCommuters,Dublin City Council and the NTA are looking at the possibility of pedestrianising College Green and widening footpaths on Dame Street on a temporary basis as part of its COVID-19 measures. ,37,448,2020-05-07 14:38:10+00:00,,
729,1258405635722543105,AnilKum55768737,For covid 19 ,1,2,2020-05-07 14:37:38+00:00,,
730,1258405179013160960,hindupost,NGO ‘Bidyanondo Foundation’ feeding poor during Covid-19 hounded over “Hindu” name and Hindu founder – Bangladesh ,50,32,2020-05-07 14:35:49+00:00,,
731,1258404973143969792,SCMPNews,"Testing for Covid-19 has begun in Bangkok's largest slum, home to more than 100,000 people. ",1605,421,2020-05-07 14:35:00+00:00,,
732,1258404381722017793,GregAbbott_TX,"Throwing Texans in jail whose biz's shut down through no fault of their own is wrong. I am eliminating jail for violating an order, retroactive to April 2, superseding local orders. Criminals shouldn’t be released to prevent COVID-19 just to put business owners in their place.",30703,103058,2020-05-07 14:32:39+00:00,,
733,1258404338118135810,rkabushenga,"Today, @observerug published false allegations made in Parliament about .@newvisionwire &amp; COVID funds. Here are the false allegations from them &amp; the TRUTH from us ",160,576,2020-05-07 14:32:28+00:00,,
734,1258404250813706240,lawyer_prashant,Maharashtra government fail on covid pandemic #UddhavMustAnswer,12,20,2020-05-07 14:32:08+00:00,,#UddhavMustAnswer
735,1258404177807630337,NBCNews,"""What are we doing this for?"" Doctors are fed up with conspiracies surrounding COVID-19 as health care professionals face a bombardment of misinformation and harassment from conspiracy theorists. (1/7) #NBCNewsThreads https://nbcnews.to/3cdBkOh",348,758,2020-05-07 14:31:50+00:00,,#NBCNewsThreads
736,1258403917227896834,theJ_Effect,"Han Ye Seul & Crush nominated Jay Park for #덕분에챌린지 **#ThanksToYouChallenge The challenge is to express gratitude and respect to health workers who have been fighting during the COVID-19 **a thumbs-up pose w/ the palm stretched underneath, ""respect"" in Korean sign language ",36,54,2020-05-07 14:30:48+00:00,,#ThanksToYouChallenge
737,1258403877117923331,JonPountney1,Covid observations. Day whatever. ,9,83,2020-05-07 14:30:38+00:00,,
738,1258403354079789056,mailgal4ever,Day 4 and last day of training... My favorite day have them carry the heavy circular (light since covid) all day while i sit and wait .. only here to help him if there's a problem ... Tomorrow he's on his own #GoodLuckNewGuy,0,20,2020-05-07 14:28:34+00:00,,#GoodLuckNewGuy
739,1258403107542839296,JamesCarville,"Outraged: Over 35,000 U.S. Coronavirus deaths could have been avoided. @EugeneJarecki @TrumpDeathClock https://wapo.st/2YCISGq #TrumpDeathClock",429,843,2020-05-07 14:27:35+00:00,,#TrumpDeathClock
740,1258403090631471104,AsimSBajwa,"Construction Work on Gwadar International Airport starts,all pending issues resolved,stalled containers of machinery cleared from Gwadar Port,labour mobilised,educated on COVID-19 SOPs.Cost $230 Million #CPEC #CPECMakingProgress",2155,12588,2020-05-07 14:27:31+00:00,,#CPEC #CPECMakingProgress
741,1258402807884865539,st_agtarap,Discussing mental diagnoses in response to trauma from COVID-19. #MentalHealthMonth,11,22,2020-05-07 14:26:24+00:00,,#MentalHealthMonth #MentalHealthMonth
742,1258402721486508032,AliRaza59737213,Matric FSC walay to rul gaye.. #Covid_19 @ImranKhanPTI #MatricFscExamsCancelKaro,0,1,2020-05-07 14:26:03+00:00,,#Covid_19 #MatricFscExamsCancelKaro
743,1258402313905061893,upadhyaysbjp,"India has taken 98 days to register 50K COVID cases whereas much smaller countries in population like UK, Italy, Spain, Germany, US and France had taken just 38-67 days to cross 50K cases. Modi govt’s pro-active planning and measures have yielded dividends. #IndiaFightsCorona",8,35,2020-05-07 14:24:26+00:00,,#IndiaFightsCorona
744,1258402204714762243,WestSuffolkNHS,"Together we can beat this ""We couldn't be more grateful to the F6 &amp; G4 staff for the care my nan has received. They took care of her during some difficult weeks after being diagnosed with COVID-19 at the age of 89."" So glad to hear Sylvia is now at home #ThankYouThursday",9,41,2020-05-07 14:24:00+00:00,,#ThankYouThursday
745,1258402035487162371,marchandsteve,"Got a rising fever,chills, very sore throat last wk. Got COVID test MON, came back negative. Strep test came back negative,too - likely “just” a nasty flu.Just in case, though,I have to stay quarantined through SUN. Be safe, #YangGang, or you’ll be alone in a room like this, too!",12,177,2020-05-07 14:23:19+00:00,,#YangGang
746,1258401747225194497,RowcroftHospice,"We continue to provide care throughout COVID-19 but without the remarkable amount of support from our local businesses, this wouldn't be possible. Your incredible dedication and donations to Rowcroft do not go unnoticed; thank you all from the bottom of our hearts. #BoostTorbay",6,12,2020-05-07 14:22:11+00:00,,#BoostTorbay
747,1258401696289640448,BBCNewsNI,"DUP MLA Alex Easton has apologised ""unreservedly"" for shopping online during a meeting of Stormont's health committee about the Covid-19 crisis. ",149,387,2020-05-07 14:21:59+00:00,,
748,1258401669265702918,MariaHa98461624,She is right.We are issued one COVID 19 mask every 3 days.Shame on us if one is needed before the next hand out.,5,14,2020-05-07 14:21:52+00:00,,
749,1258401606929911808,grateful1738,I think that medical students should join the frontline of fighting against COVID-19 pandemic. Forever Grateful1738 @AdvoBarryRoux @SABCNews @CyrilRamaphosa @PresidencyZA @BBCWorld @eNCA,0,2,2020-05-07 14:21:37+00:00,,
750,1258401538159964162,SkippyMcGizzard,*thinly veiled corporate ad disguised as a caring message about Covid* promoted,9,14,2020-05-07 14:21:21+00:00,,
751,1258401237067849729,LifeBriteLabs,COVID-19 testing is now available in our Respiratory Pathogen testing profile. Rapid results mean quicker diagnosing and treatment plans. Contact us to learn more. https://lifebritelabs.com/lifebrite-respiratory-pathogen-profile-testing-now-includes-assay-for-sars-cov-2 @KeishaBottoms @BrianKempGA,0,0,2020-05-07 14:20:09+00:00,,
752,1258400555371827201,davidasinclair,The resulting vascular inflammation is emerging as a main cause of complement-associated microvascular injury and thrombosis in severe COVID-19 cases. /30.4,3,17,2020-05-07 14:17:27+00:00,,
753,1258399976503287809,EsicmchF,Intern Vipin and OBGY HOD Dr JC Sharma with nursing staff performing Suction And Evacuation in full threat of Covid 19 ,1,4,2020-05-07 14:15:08+00:00,,
754,1258399929040543744,BergyMarc,Covid the biggest hoax perpetrated on America since 9/11,1,3,2020-05-07 14:14:57+00:00,,
755,1258399524265082881,APSForg,In case you missed it: ASA and APSF Joint Statement on Perioperative #Testing for the #COVID-19 Virus https://www.apsf.org/news-updates/asa-and-apsf-joint-statement-on-perioperative-testing-for-the-covid-19-virus/ ~,10,20,2020-05-07 14:13:21+00:00,,#Testing #COVID
756,1258399263786033153,prncssrnt_,Thanks God! #frontlinersph #Covid_19 – at Research Institute For Tropical Medicine,0,1,2020-05-07 14:12:19+00:00,,#frontlinersph #Covid_19
757,1258398806179106818,ResisterNatalie,I've watched several clips from the #PlandemicDocumentary and I still have no idea what the message is. I see some Q people saying there's some conspiracy about vaccines. WTF does that have to do with people dying from Covid. I see Fauci saying this will happen and it's happening ,2,12,2020-05-07 14:10:29+00:00,,#PlandemicDocumentary
758,1258398693906157570,StMichaelsFdn,"Dr. Teodor Grantcharov, Staff Surgeon at St. Michael’s Hospital shares how his surgery room Black Box helps lower the chance of COVID-19 infections in healthcare settings. #StMichaelsHospital",5,11,2020-05-07 14:10:03+00:00,,#StMichaelsHospital
759,1258398639514284034,essenviews,"Jimmy Carter lost the election to Ronald Reagan because of 52 Americans hostage were held for 444 days by Iran. 74,500 people have died of Covid-19, and Trump thinks he'll get re-elected?",752,1480,2020-05-07 14:09:50+00:00,,
760,1258397791086211072,stopbeingfamous,"Crime is down, there's a Covid-19 lockdown yet police shootings remain the same as the last 5 years. How?",171,422,2020-05-07 14:06:27+00:00,,
761,1258397735767683078,FreePali1948,Israel wants to annex the Westbank during the Covid-19 pandemic. They were never in it for peace. The US government funds terrorists in Israel. Zionism is terrorism! #FreePalestine #Palestine #WeArePalestine pic.twitter.com/qmqMWrOncD,140,191,2020-05-07 14:06:14+00:00,,#FreePalestine #Palestine #WeArePalestine
762,1258397645644664832,IseeIreadIthink,So neither the executives of a mask factory nor the President of the United States are wearing masks at a mask factory. How profound. US No.1 #COVID 19. At least we’re number one at something right? @realDonaldTrump @honeywell,0,0,2020-05-07 14:05:53+00:00,,#COVID
763,1258397434415386629,AraizSahar,#Exams2020 Are cancelled due to #COVID ,0,2,2020-05-07 14:05:02+00:00,,#Exams2020 #COVID
764,1258397296640679937,sailrsp1,"Cleaning and sanitization of Market complexes being carried out by SAIL, Rourkela Steel Plant in the Steel Township to prevent COVID-19. #SAILkeSipahi #CoronaStopKarona",5,43,2020-05-07 14:04:30+00:00,,#SAILkeSipahi #CoronaStopKarona
765,1258397151245119488,democracynow,"How Russia Became the Next COVID-19 Hot Spot: Infection Rate Soars with 10,000 New Cases Each Day https://bit.ly/2SJrrjE",24,34,2020-05-07 14:03:55+00:00,,
766,1258396970634358785,Physns1stWatch,"For those of you looking for some potential good news, researchers in Belgium have found that antibodies from a llama immunized with coronavirus proteins were able to neutralize #SARSCoV2 in cell cultures. See more #COVID19 news below.",47,71,2020-05-07 14:03:12+00:00,,#SARSCoV2 #COVID19
767,1258396836232138753,Marissa_Jae,"Dr. Alyce Gullattee was a civil rights pioneer and compassionate addiction expert who trained thousands of doctors at Howard University and saved countless lives. At 91, she was still teaching — the oldest Howard professor. She died last week of covid-19. ",86,144,2020-05-07 14:02:40+00:00,,
768,1258396645399674881,davidicke,"Professor researching Covid-19 ""on the verge of very significant findings"" was killed in an apparent murder-suicide, officials say http://ow.ly/KOX730qDTMX",445,980,2020-05-07 14:01:54+00:00,,
769,1258396305279324161,ArunSingh_UP,"Condition of police in Maharashtra 400+ cops test COVID +ve 5 deaths so far Non-stop attacks on cops by lockdown violators 50% salary cut But guess, what does Maharashtra govt expect Police to do? Grill Arnab &amp; other Republic bosses. Why @OfficeofUT ? #UddhavMustAnswer",16,20,2020-05-07 14:00:33+00:00,,#UddhavMustAnswer
770,1258396166925897731,NEJM,Perspective: Racial Health Disparities and Covid-19 #COVID19,78,126,2020-05-07 14:00:00+00:00,,#COVID19
771,1258396067881680899,MosesSumney,"Between Covid 19 and #AhmaudAubrey and even down to Tik Tok , there is no relief from black disenfranchisement on the Internet",264,1118,2020-05-07 13:59:37+00:00,,#AhmaudAubrey
772,1258395966182326276,nowthisnews,"HAPPENING NOW: Nurses are outside the White House decrying PPE shortages & reading the names of 88 nurses who have died from COVID-19. The RNs, from @NationalNurses, are also placing down a symbolic pair of shoes for each nurse who was lost.",2165,3885,2020-05-07 13:59:12+00:00,,
773,1258395008895291392,PHILEOS1984,"PHILOBIOSCIENTIA donates PHP 56,000 to UPLB in response to the COVID-19 pandemic. #PHILEOSforCOVID19Relief #WeHealAsOne Semper PHILOBIOSCIENTIA!",16,43,2020-05-07 13:55:24+00:00,,#PHILEOSforCOVID19Relief #WeHealAsOne
774,1258394111427706882,tgthehost,Everything is carry out only due to the COVID-19 impact. You do NOT have to call to place an order. Please don’t call to place an order. ,18,18,2020-05-07 13:51:50+00:00,,
775,1258393879872786432,marenbennette,"I will donate directly to any print or broadcast journalist who needs money, providing they can prove they have been impartial in their reporting of all news on Brexit, the General Election & Covid-19. Please DM me if you think you qualify. #SupportJournalism #supportjournalism",7,83,2020-05-07 13:50:55+00:00,,#SupportJournalism #supportjournalism
776,1258393444617203712,jovanhernandex,Q1 2020 Where Jovan Was Right/Wrong (Inspo from @ColinCowherd @TheHerd) Where Jovan Was Right: $MSFT $AAPL $SPCE $NET $LMT Cloud &amp; defensive plays won big Where Jovan Was Very Wrong: $DIS $JPM COVID and interest rate cuts hurt big here Biggest Miss: $PTO Of course...,0,0,2020-05-07 13:49:11+00:00,,
777,1258393411909906433,NewsBudz,"Jushi Reports Rising Revenues, Expansion Delays Due To COVID http://dlvr.it/RWBMbl",0,2,2020-05-07 13:49:03+00:00,,
778,1258392524021997568,LauraBockov,"#JohnnyDepp is on Instagram and has posted several IGTV videos and a wonderful, heartfelt message during these tough Covid-19 Times. Check it out. He is also, quite a musician IG @JohnnyDepp ",33,167,2020-05-07 13:45:32+00:00,,#JohnnyDepp
779,1258392447400509441,triofrancos,"The commodification of survival is deadly Your daily reminder that it's brutal austerity, not COVID-19, that forces people to go hungry in order to keep society safe. ",23,78,2020-05-07 13:45:13+00:00,,
780,1258392398629126144,WDGPublicHealth,Parent or caregiver to children ages of 0-17? The Public Health Agency of Canada wants to hear from you about how you are coping during COVID-19. #COVID19,11,7,2020-05-07 13:45:02+00:00,,#COVID19
781,1258392332686307329,LexDeeley,"My dads in a nursing home, the letters theyve sent the last few weeks prove the pushing of DNR orders as policy and also proves fraud in the covid stats.",7,18,2020-05-07 13:44:46+00:00,,
782,1258391853554184193,ClevelandPolice,"THANK YOU! The Sri Guru Harkrishan Sahib Ji Sikh Temple in Middlesbrough are running a voluntary service throughout COVID-19 and have been delivering food to NHS Hospitals, police stations and to homeless people. Their kindness is greatly appreciated. Thank you. ",9,56,2020-05-07 13:42:52+00:00,,
783,1258391611668606977,kasstbice10,my dad is currently in NYC to help with COVID-19 &amp; he sent me this photo this morning after his run ,0,64,2020-05-07 13:41:54+00:00,,
784,1258391562867761158,IYCWestBengal,Rajasthan leads as far as leading the COVID_19 response is concerned. #RajasthanCongressModel,69,101,2020-05-07 13:41:43+00:00,,#RajasthanCongressModel
785,1258391394290262016,ABC7,#COVID19 SURVIVOR: A 43-year-old man who spent more than SIX weeks hospitalized at Anaheim's Kaiser while fighting #coronavirus has been discharged,48,622,2020-05-07 13:41:02+00:00,,#COVID19 #coronavirus
786,1258391150576259072,factcheckdotorg,"ICYMI: The CDC hasn't ""reduced"" COVID-19 death count, contrary to false claims on social media. ",291,558,2020-05-07 13:40:04+00:00,,
787,1258390689596964865,florida_cares,@GovRonDeSantis great idea! You should also direct the @FLSheriffs to test all individuals going into @FL_Corrections regardless of whether the individual is symptomatic. It's the same thing. Sure sounds like a great way to prevent further #COVID spread in Florida's prisons. ,5,8,2020-05-07 13:38:14+00:00,,#COVID
788,1258390597607534592,officialgaa,"A survey of approximately 1,600 GAA clubs by the Association’s Community and Health Department has highlighted the huge role that clubs are playing in supporting their members and communities during the COVID-19 health crisis. #GAA #GAABelong",34,60,2020-05-07 13:37:52+00:00,,#GAA #GAABelong
789,1258390303901388800,yachay_dc,"“There’s no oxygen in the lungs of the world. That should be the headline for your story"": #Peru's jungle capital #Iquitos choking for breath as Covid-19 hits ",93,87,2020-05-07 13:36:42+00:00,,#Peru #Iquitos
790,1258389312422494210,LiveTeamstream,"“Because of the COVID 19 pandemic, funeral services are moving online, where mourners find that collective grief is still possible no matter your geographic location” says the CEO of The Live Team . Stream ",9,30,2020-05-07 13:32:46+00:00,,
791,1258389149331030017,UNTVNewsRescue,"Here are the 10 Asian countries with the most number of COVID-19 cases as of 4pm, May 07, 2020: #COVID19UNTV #UNTVNewsAndRescue #COVID19CasesAsia",8,20,2020-05-07 13:32:07+00:00,,#COVID19UNTV #UNTVNewsAndRescue #COVID19CasesAsia
792,1258388906099249153,sarahmaslin,"Brazilian football league releases guide to restarting games. Players who suspect they may be ill will have coffee placed 5cm from their face. If they can’t smell it, they’ll go for a covid test. No joke. ",175,601,2020-05-07 13:31:09+00:00,,
793,1258388780110819328,WINFOCUS,Sonographic signs and patterns of COVID-19 pneumonia | The Ultrasound Journal | Full Text @WINFOCUS @GioVolpicelli,14,25,2020-05-07 13:30:39+00:00,,
794,1258388759269322754,Joyce_Karam,"Oy. Moscow Mayor says real nb. of #Covid19 cases is 3 times what's reported: ~ 300,000 cases. #Russia's capital extended lockdown till May 31, hospitals at capacity:",302,349,2020-05-07 13:30:34+00:00,,#Covid19 #Russia
795,1258388599004975104,GovNiger,COVID-19: NIGER STATE GOVERNMENT REFUTES SOCIAL MEDIA VIRAL VIDEO ,28,29,2020-05-07 13:29:56+00:00,,
796,1258388443308032002,TNTBoysOnline,"When Covid is defeated, and you guys get together again ... can we film that moment? #TNTBoysLIVE",2,8,2020-05-07 13:29:19+00:00,,#TNTBoysLIVE
797,1258388320746422273,LupeValdez,"It’s funny how our Republican elected officials believe 7 days in jail is excessive for someone who violated a state covid-19 mandate, yet 5 years is okay for a woman who mistakingly voted while on parole...",40,167,2020-05-07 13:28:50+00:00,,
798,1258388202630627329,GOIL_Official,Stop the spread of COVID 19. Stay at home! #Stayathome,3,6,2020-05-07 13:28:21+00:00,,#Stayathome #Stayathome
799,1258388117054054400,cnnphilippines,Cagayan De Oro City confirms a case of local transmission after authorities failed to trace the source of infection of three COVID-19 patients who succumbed to the disease. ,241,554,2020-05-07 13:28:01+00:00,,
800,1258387946530537473,trading_stealth,Today's plays: $GNU - got out. Offering 8 million at 0.35c a share $INUV - Watch $RTW - Buy more on dip out at $BMRA - Received CE mark for new high volume version of 10 minute #COVID-19 test $ZM - Keybase acquisition (out at $181),0,0,2020-05-07 13:27:20+00:00,,#COVID
801,1258387758990663681,gabrielblau,"Lt. Gov Kathy Hochul speaking to LGBTQI Advocates across the state right now. ""We will not let the COVID crisis stop us from raising our voices"" ""We have to protect trans people's rights to walk free of harassment... we must change rules prohibit LGBTQI people donating blood."" ",11,37,2020-05-07 13:26:36+00:00,,
802,1258387749276614656,vmissc,Covid-19 #teachergoals ,0,14,2020-05-07 13:26:33+00:00,,#teachergoals
803,1258386786608275456,IjkgGmD3PeYq7oV,Fuck COVID-19 pic.twitter.com/AIGM9yEVK0,0,3,2020-05-07 13:22:44+00:00,,
804,1258386663664947201,marynmck,"Why are meat-packing plants such hotspots for #COVID19? It’s partly crowding and line speed — but as super-smart @WIRED colleague @MeganMolteni explains, the temperature and airflow that keep meat safe to eat can endanger meat workers.",182,237,2020-05-07 13:22:14+00:00,,#COVID19
805,1258386589056749568,samstein,NEW — Trump has given Hill Dems the middle finger when it comes to their oversight requests of COVID relief and response efforts. And those Dems likely have missed their window to do anything about it. https://www.thedailybeast.com/trump-gives-hill-dems-the-middle-finger-and-theres-little-they-can-do-about-it With @sambrodey,141,224,2020-05-07 13:21:57+00:00,,
806,1258385966844252160,eduardo04847339,Damn #Covid_19,0,0,2020-05-07 13:19:28+00:00,,#Covid_19
807,1258385863387549698,thedailybeast,"There’s a lot of bad reporting about the novel coronavirus, the way it mutates, and the implications of those mutations",19,41,2020-05-07 13:19:04+00:00,,
808,1258385751542128641,tim_cook,"We’re proud to partner with COPAN Diagnostics to rapidly expand America’s COVID-19 testing capacity. By early July, our engineering and supply chain teams will help them expand to 1M American-made collection kits to hospitals every week. ",654,3625,2020-05-07 13:18:37+00:00,,
809,1258385686870192128,AngkasaPura_2,"“It is not the Strongest of the Company that Survives of Covid-19, but the One Most Responsive to Change!” -@mawaluddin President Director of AP2.",24,33,2020-05-07 13:18:22+00:00,,
810,1258385497442988033,UniofOxford,"What are the highest risk factors for #COVID19? A new study shows age, race, gender, pre-existing conditions &amp; deprivation all play a role, but offers surprising insight into what impact these have:",48,97,2020-05-07 13:17:36+00:00,,#COVID19
811,1258385096148647936,TheSWPrincess,Trump sees #Covid_19 deaths as a cost of doing business. The GOP is the pro-death party. They are the death panel. Voting GOP is voting for people to die. #TrumpOwnsEveryDeath #coronavirus,353,543,2020-05-07 13:16:01+00:00,,#Covid_19 #TrumpOwnsEveryDeath #coronavirus
812,1258384847204122625,Ntombizethu_,"Teach young girls how to make money, not babies. #LockdownSA #Covid_19",0,3,2020-05-07 13:15:01+00:00,,#LockdownSA #Covid_19
813,1258384561949544448,dianagibbonsgo1,I would like to send a huge thank you to NLC for providing Adult Corrections with hand sanitizer. This product will certainly help in the continued fight against COVID #FirstResponders #FlattenTheCurve,1,26,2020-05-07 13:13:53+00:00,,#FirstResponders #FlattenTheCurve
814,1258384189424009216,Akshay_1681989,Uddhav Thackeray ji has failed to handle Covid crisis. Bring in Army to save Mumbai @OfficeofUT @narendramodi @PMOIndia @AmitShah @DefenceMinIndia,4,13,2020-05-07 13:12:25+00:00,,
815,1258384011593842689,bhushankpatil12," Less Testing, Improper treatment to migrants , No preparedness in hospitals, Total failure by Gujarat Model to fight Covid pandemic. #BJPFailsGujarat",15,20,2020-05-07 13:11:42+00:00,,#BJPFailsGujarat
816,1258383786875793409,LopesInsights,"Who are the African champions of testing for CoVid-19? Top 10: Djibouti, Mauritius, South Africa, Ghana, Botswana, Rwanda, Tunisia, Cabo Verde, Morocco and Togo. The winner is DJIBOUTI. ",99,152,2020-05-07 13:10:49+00:00,,
817,1258383412106104832,ryanjwall,Thank you nurses! Especially this one and all those standing strong amidst this Covid storm. #NationalNursesWeek,0,9,2020-05-07 13:09:19+00:00,,#NationalNursesWeek
818,1258382375890944000,brianwhelanhack,"One in seven Americans say they won’t seek treatment for Covid-19 due to the cost. Insurance is tied to employment, the pandemic has seen millions lose their jobs. These people are dying in the richest country in the world. ",113,157,2020-05-07 13:05:12+00:00,,
819,1258382280684437504,nillkool9,When some one asks.. “Kitna stock kiya #liquor ka?” Dry State people be like :: #India #Covid_19india,52,32,2020-05-07 13:04:49+00:00,,#liquor #India #Covid_19india
820,1258382096491520000,ConCaracal,Diabetic patients make up a third of Western Cape COVID-19 fatalities - data #Day42ofLockdown https://ewn.co.za/2020/05/07/diabetic-patients-make-up-a-third-of-wc-covid-19-fatalities-data,14,15,2020-05-07 13:04:06+00:00,,#Day42ofLockdown
821,1258381945995579392,atomaraullo,"While their situation can certainly take a turn for the worse as anywhere else, Vietnam seems to be winning their fight against COVID-19. VT is “poorer” than the PH in terms of GDP per capita. The keys to their success: 1. Quick action 2. Mass testing 3. Effective quarantine ",8916,25578,2020-05-07 13:03:30+00:00,,
822,1258381836239228928,hugorifkind,"I wonder how much of the weird ""current smokers get covid less but ex-smokers get it more"" anomaly is simply due to current smokers lying to doctors about being ex-smokers.",44,982,2020-05-07 13:03:04+00:00,,
823,1258381643842289666,dahakedisha2,#iStandWithSudhirChaudhary Haters just like covid 19 maintain distance from them because they haven't treatment ,13,9,2020-05-07 13:02:18+00:00,,#iStandWithSudhirChaudhary
824,1258381553450848256,SmartUpAddis123,"Day 1 SmartUP Addis YMCA Hub COVID 19 Prevention Campaign is on going... Thank you our Youth champs , and mentors @Africa_YMCA @smartupfactory",4,7,2020-05-07 13:01:56+00:00,,
825,1258381387675115522,ProfAsmaKhalil,Indications of admission in pregnant women who are COVID-19 positive This is a really useful list from the webinar today. #COVID19,6,21,2020-05-07 13:01:17+00:00,,#COVID19
826,1258381300223881219,CalaisClub,[COVID 19] ,0,3,2020-05-07 13:00:56+00:00,,
827,1258381222906077184,zlj517,Chinese spokeswoman: More reports on previously undiscovered COVID-19 cases are emerging. New Jersey mayor was infected in November; 171 cases in Florida by January &amp; NONE had been to China. What else hasn’t been revealed in the U.S.? ,758,2508,2020-05-07 13:00:37+00:00,,
828,1258380645891522560,rajeshk97613363,"Please read this. You will know that how cheap are the bank management. Shame, shame @RBI @ChiefIba @ZeeNews @ABPNews #Covid_19 @bankers_we @WebankersAssoc1",51,46,2020-05-07 12:58:20+00:00,,#Covid_19
829,1258380342794297345,Mohamed47068057,"The president of the federal republic of somalia, Mohamed Abdullahi Farmaajo,Attended the regular meeting of the National Committee on Disease Control (Covid-19) and commended the Government of the delivery of basic medical equipment to the Governments in the country ",0,2,2020-05-07 12:57:07+00:00,,
830,1258380012383698945,cs_udit_dua,Requesting ICSI to please extend last date for starting practical training under old structure as exams will now end by July mid. It will be very difficult to search & join training before 3rd Aug in this lockdown & covid situation. @icsi_cs @RanjeetPandeyCS @shyamagrawalcs,9,26,2020-05-07 12:55:49+00:00,,
831,1258379956071157764,MobilePunch,US singer Madonna tests positive for COVID-19 ,192,388,2020-05-07 12:55:35+00:00,,
832,1258379832934662147,SteveSchmidtSES,"There is great suffering from Covid-19 in the Navajo nation. Please support this. I’m down for $1,000. Do what you can. Thanks! ",1765,4513,2020-05-07 12:55:06+00:00,,
833,1258379791859879937,MaximeBernier,Many other governments are demanding explanations from China and the WHO. The Trudeau government is the only one gobbling up Chinese communist propaganda. What is it afraid of?,718,1611,2020-05-07 12:54:56+00:00,,
834,1258379378947317761,kookmoonie_,wts | help rt bts fan made totebag size : 35x40cm material : canvas color : light beige price : rm22 stocks: 6 profits will be donate to covid-19 relief funds. ,30,37,2020-05-07 12:53:18+00:00,,
835,1258379326128402433,TopChinaProduct, Smart Anti-epidemic for COVID-19 Checking ,0,2,2020-05-07 12:53:05+00:00,,
836,1258379210646847489,thesentnurse,"As part of the #nursesweek2020 celebration and due to the effects of the COVID-19 pandemic on some of our Nurses in Nigeria @FellowNurses1 is on a mission to provide relief materials like food, PPE, and money to some of the Nurses affected",6,27,2020-05-07 12:52:38+00:00,,#nursesweek2020
837,1258378829208457217,LynnCHC1,"Anyone who lives or works in Lynn and has any symptom of COVID-19 (fever, cough, shortness of breath, muscle aches, headache, sore throat, loss of smell or taste) can get tested at LCHC. You do not have to be a patient. Call 781-581-3900. ",3,1,2020-05-07 12:51:07+00:00,,
838,1258378652611497985,quincymapolice,Beware of COVID-19 #fraud,14,15,2020-05-07 12:50:24+00:00,,#fraud
839,1258378609028259840,Asylumseeker00,"#Puducherry : One COVID positive from Villupuram admitted at IGMC&amp; RI making total 3 Active Cases in the hospital. One Active case at Mahe JIPMER has tested 3 positives from Panruti. Total Cases : 10 Active Cases : 4 (2 from PY, 1 Mahe, 1 Villupuram) Recovered : 6 ",0,2,2020-05-07 12:50:14+00:00,,#Puducherry
840,1258378069016010755,IndEmbassyBru,Important Public Notice regarding COVID-19 Travel restrictions on movement of persons stranded in India. ,2,5,2020-05-07 12:48:05+00:00,,
841,1258377738060267522,Rob_Tha_Man,"So Texas arrested a salon owner for not complying during COVID 19, but Georgia can’t manage to arrest two murderers.....caught on video. #AhmaudAubrey",176,676,2020-05-07 12:46:46+00:00,,#AhmaudAubrey
842,1258377674264805376,NationBreaking,"COVID-19: FIVE people who tested positive in Old Town Mombasa disappear with their families; search launched, Governor Joho says. ",721,1664,2020-05-07 12:46:31+00:00,,
843,1258377503204347904,geoffreyyork,"Remember that weird ""study"" from France claiming that smokers are protected against the coronavirus? It has now been widely debunked, including here: https://www.qeios.com/read/37F3UD But the debunking is unlikely to be circulated as widely on social media as the dubious original claim.",88,86,2020-05-07 12:45:50+00:00,,
844,1258377290427387907,ABC7News,ICYMI: The last living D.C. government employee who served in WWII died of COVID-19. Leroy Tonic was 95 years old and was from Washington D.C. RIP Leroy. https://bit.ly/2WdGm8e,93,176,2020-05-07 12:45:00+00:00,,
845,1258377049573482498,iammotabhaiamit,"RT @BJP4India: Tomorrow, PM Shri @narendramodi will deliver the keynote address at a Buddha Purnima programme via technology in honour of the victims and frontline warriors of COVID-19 at 9 am. Watch LIVE at • http://facebook.com/BJP4India • http://pscp.tv/BJP4India •…",0,0,2020-05-07 12:44:02+00:00,,
846,1258376282330542081,AmyWils89626370,"All deaths are covid deaths, thats why #endthelockdown",8,15,2020-05-07 12:40:59+00:00,,#endthelockdown
847,1258376085009547264,kylieatwood,"“One man’s direct is another man’s circumstantial,"" Pompeo says on CNBC when asked if he has more direct evidence after the host notes Sen. Cotton said the evidence of a Wuhan lab origin of COVID-19 “probably will never be anything more than circumstantial.” (h/t @jmhansler)",276,790,2020-05-07 12:40:12+00:00,,
